Name;Path;Cmp;A/N;Description;MAK Status
IIZSAN;mvx/app/pgm/customer;CBR;C001948CBR001T;SCM interface (ASN creation and notification);development
IIZSANCL;mvx/app/pgm/customer;CBR;C001948CBR001T;SCM interface (ASN creation and notification);development
IIZSDN;mvx/app/pgm/customer;CBR;C002078CBR001T;SCM Schnittstelle - Import;development
IIZSDNCL;mvx/app/pgm/customer;CBR;C002078CBR001T;SCM Schnittstelle - Import;development
IIZSPO;mvx/app/pgm/customer;CBR;C002078CBR001T;SCM Schnittstelle - Import;development
IIZSPOCL;mvx/app/pgm/customer;CBR;C002078CBR001T;SCM Schnittstelle - Import;development
IIZSSO;mvx/app/pgm/customer;CBR;C002078CBR001T;SCM Schnittstelle - Import;development
IIZSSOCL;mvx/app/pgm/customer;CBR;C002078CBR001T;SCM Schnittstelle - Import;development
IIZTST;mvx/app/pgm/customer;CBR;0000000CBR000T;TernUtils & test programs;development
IIZTSTCL;mvx/app/pgm/customer;CBR;0000000CBR000T;TernUtils & test programs;development
IntercompanyInvoiceLine;mvx/app/pgm/customer;CBR;C001918CBR002T;Intercompany Invoicing - migration from 14.1.2;exported
InterCompanyPrompts;mvx/app/pgm/customer;CBR;C001918CBR002N;Intercompany Invoicing - migration from 14.1.2;exported
InterfaceConfiguration;mvx/app/pgm/customer;CBR;T041282CBR019T;Common Interface (Both) - migrate from 14.1.2;exported
InterfaceConfiguration;mvx/app/pgm/customer;CBR;T041282CBR023T;Common Interface (Outbound) - consolidate events;development
InterfaceHelperInbound;mvx/app/pgm/customer;CBR;T041282CBR019T;Common Interface (Both) - migrate from 14.1.2;exported
InterfaceHelperOutbound;mvx/app/pgm/customer;CBR;T041282CBR019T;Common Interface (Both) - migrate from 14.1.2;exported
InterfaceHelperOutbound;mvx/app/pgm/customer;CBR;T041282CBR024T;Common Interface (Outbound) - improvements;development
InterfaceInboundBatch;mvx/app/pgm/customer;CBR;T041282CBR019T;Common Interface (Both) - migrate from 14.1.2;exported
InterfaceInboundBatch;mvx/app/pgm/customer;CBR;T041282CBR022T;Common Interface (Inbound) - improvements;development
InterfaceInboundBatchMHS;mvx/app/pgm/customer;CBR;T041282CBR022T;Common Interface (Inbound) - improvements;development
InterfaceInboundCL;mvx/app/pgm/customer;CBR;T041282CBR019T;Common Interface (Both) - migrate from 14.1.2;exported
IOZPOR;mvx/app/pgm/customer;CBR;C001660CBR006T;POS (cash desk) interface - migration from 14.1.2;exported
IOZPOR;viewDef;CBR;C001660CBR006T;POS (cash desk) interface - migration from 14.1.2;exported
IOZPORS1;mvx/app/pgm/customer;CBR;C001660CBR006T;POS (cash desk) interface - migration from 14.1.2;exported
IOZPORS2;mvx/app/pgm/customer;CBR;C001660CBR006T;POS (cash desk) interface - migration from 14.1.2;exported
IOZPORS2;mvx/app/pgm/customer;CBR;C001660CBR007T;POS (cash desk) interface - extension;approved
ItemAttributePrompts;mvx/app/pgm/customer;CBR;C002062CBR001N;Ticket : 103621 : CR 185: Artikelmerkmalstabelle;test
KeyFFASMA;mvx/app/pgm/customer;CBR;T046500CBR002N;Migrating from v10 to v13 : Batchfunction for import of fixed assets;development
KeyFFASVL;mvx/app/pgm/customer;CBR;T046500CBR002N;Migrating from v10 to v13 : Batchfunction for import of fixed assets;development
KeyStringBuilder;mvx/app/pgm/customer;CBR;T041282CBR019T;Common Interface (Both) - migrate from 14.1.2;exported
LIZ660;mvx/app/pgm/customer;CBR;C002020CBR001N;Ticket 102332 : CR158: Rückmeldung QI Ergebnisse;development
LIZ660;viewDef;CBR;C002020CBR001N;Ticket 102332 : CR158: Rückmeldung QI Ergebnisse;development
LIZ660S1;mvx/app/pgm/customer;CBR;C002020CBR001N;Ticket 102332 : CR158: Rückmeldung QI Ergebnisse;development
LIZ660S2;mvx/app/pgm/customer;CBR;C002020CBR001N;Ticket 102332 : CR158: Rückmeldung QI Ergebnisse;development
LIZ661;mvx/out/obj;CBR;C002020CBR001N;Ticket 102332 : CR158: Rückmeldung QI Ergebnisse;development
LogisticsHelper;mvx/app/pgm/customer;CBR;C001982CBR001T;Logistics interface (WHM);development
MANU;DE;CBR;C001943CBR001N;46947: Assignment of factories to suppliers;test
MANU;GB;CBR;C001943CBR001N;46947: Assignment of factories to suppliers;test
ManufacturerPrompts;mvx/app/pgm/customer;CBR;C001943CBR001N;46947: Assignment of factories to suppliers;test
MAPP;DE;CBR;C001943CBR001N;46947: Assignment of factories to suppliers;test
MAPP;GB;CBR;C001943CBR001N;46947: Assignment of factories to suppliers;test
MeasurementUtils;mvx/app/pgm/customer;CBR;C002020CBR001N;Ticket 102332 : CR158: Rückmeldung QI Ergebnisse;development
MerchandisingPrompts;mvx/app/pgm/customer;CBR;C001902CBR001N;Migration - Ticket No. 46018 - CBR-MKM: Creating Merchandising Packages & Items;test
MerchandisingPrompts;mvx/app/pgm/customer;CBR;C001902CBR004N;Ticket No. 46508 - Changes in Erstbestuekung;test
MerchandisingPrompts;mvx/app/pgm/customer;CBR;C001914CBR001N;Ticket 47037 CBR MKM 1: Marketingpauschalen;test
MerchandisingUtils;mvx/app/pgm/customer;CBR;C001902CBR001N;Migration - Ticket No. 46018 - CBR-MKM: Creating Merchandising Packages & Items;test
MerchandisingUtils;mvx/app/pgm/customer;CBR;C001914CBR001N;Ticket 47037 CBR MKM 1: Marketingpauschalen;test
MHDIPO;HFix_MHDIPO_MVX_C001985MVX001N;MVX;C001985MVX001N;"101480 : Automatic Shipment creation after the allocation
";development
MHS001MI;mvx/app/pgm;MVX;C001749MVX004T;Beim erneuten Import sollen die Daten überschrieben werden, die Validierung und Überleitung noch einmal angestoßen werden;test
MHS002MI;mvx/app/pgm;MVX;C001749MVX004T;Beim erneuten Import sollen die Daten überschrieben werden, die Validierung und Überleitung noch einmal angestoßen werden;test
MHS003MI;mvx/app/pgm;MVX;C001749MVX004T;Beim erneuten Import sollen die Daten überschrieben werden, die Validierung und Überleitung noch einmal angestoßen werden;test
MHS200MI;mvx/app/pgm;MVX;C001749MVX002T;PDM Interface Step 1 - Item, color, size, collection, goods group, SKU and KIT creation;test
MHS850MI;mvx/app/pgm;MVX;C001882MVX001T;Logistics interface (goods receipt - fix MHS850MI);development
MinimumQuantityPrompts;mvx/app/pgm/customer;CBR;C001638CBR001N;42401: GAP29 Minimum quantity per block;test
MinimumQuantityPrompts;mvx/app/pgm/customer;CBR;C002014CBR001N;T# 102275 - CR154 Pflege Stichprobenplan, -mengen;test
MITHRY;HFix_MITHRY_MVX_C002049CBR001T;MVX;C002049CBR001T;Meilensteinplan;approved
MITMAH;HFix_MITMAH_CBR_C001864CBR002N;CBR;C001864CBR002N;Migrating v10 -> v13 : 45042 : Interface MobiMedia M3 Import Orders;test
MITMAH;HFix_MITMAH_CBR_C001931CBR001N;CBR;C001931CBR001N;terna#101487 — MKM-Salespromotion ;test
MITMAH;HFix_MITMAH_CBR_C002043CBR001N;CBR;C002043CBR001N;#103233 : GAP1_3 Schnittstelle MobiMedia M3 Import Extend Order expansion;development
MITMAH;HFix_MITMAH_CBR_T101917CBR001N;CBR;T101917CBR001N;MobiMedia Export ZMMEXPS2 - Artikel (Chapter 1.4.3.) ;development
MITMASPI;mvx/app/pgm/customer;CBR;C001898CBR001N;45281: GAP 253 Assigning transportation costs;test
MITPOP;HFix_MITPOP_CBR_C002046CBR001T;CBR;C002046CBR001T;CR170 Zusatzfelder in MMS025;development
MITPOP;HFix_MITPOP_CBR_C002072CBR001N;CBR;C002072CBR001N;#103752 — 01/11 SST: MobiMedia Export Erweiterungen;development
MITPOP;HFix_MITPOP_CBR_T101917CBR001N;CBR;T101917CBR001N;MobiMedia Export ZMMEXPS2 - Artikel (Chapter 1.4.3.) ;development
MITPOP;HFix_MITPOP_MVX_C002046MVX001T;MVX;C002046MVX001T;CR170 Zusatzfelder in MMS025;development
MITSUG;HFix_MITSUG_CBR_C001638CBR001N;CBR;C001638CBR001N;42401: GAP29 Minimum quantity per block;test
MKZBPA;mvx/app/pgm/customer;CBR;C001914CBR001N;Ticket 47037 CBR MKM 1: Marketingpauschalen;test
MKZBPA;viewDef;CBR;C001914CBR001N;Ticket 47037 CBR MKM 1: Marketingpauschalen;test
MKZBPAS1;mvx/app/pgm/customer;CBR;C001914CBR001N;Ticket 47037 CBR MKM 1: Marketingpauschalen;test
MKZBPAS2;mvx/app/pgm/customer;CBR;C001914CBR001N;Ticket 47037 CBR MKM 1: Marketingpauschalen;test
MKZBPO;mvx/app/pgm/customer;CBR;C001914CBR001N;Ticket 47037 CBR MKM 1: Marketingpauschalen;test
MKZBPO;viewDef;CBR;C001914CBR001N;Ticket 47037 CBR MKM 1: Marketingpauschalen;test
MKZERP;mvx/app/pgm/customer;CBR;C001902CBR001N;Migration - Ticket No. 46018 - CBR-MKM: Creating Merchandising Packages & Items;test
MKZERP;mvx/app/pgm/customer;CBR;C001902CBR004N;Ticket No. 46508 - Changes in Erstbestuekung;test
MKZERP;mvx/app/pgm/customer;CBR;C001902CBR006N;Ticket 46508 - MKM - Correction of issue with status after order/line release;development
MKZERP;viewDef;CBR;C001902CBR001N;Migration - Ticket No. 46018 - CBR-MKM: Creating Merchandising Packages & Items;test
MKZERP;viewDef;CBR;C001902CBR004N;Ticket No. 46508 - Changes in Erstbestuekung;test
MKZERS;mvx/app/pgm/customer;CBR;C001902CBR001N;Migration - Ticket No. 46018 - CBR-MKM: Creating Merchandising Packages & Items;test
MKZERS;mvx/app/pgm/customer;CBR;C001902CBR004N;Ticket No. 46508 - Changes in Erstbestuekung;test
MKZERS;mvx/app/pgm/customer;CBR;C001902CBR005N;Ticket 46508 - MKM - Rtv number from CRS165 using blank division;development
MKZERS;mvx/app/pgm/customer;CBR;C001902CBR006N;Ticket 46508 - MKM - Correction of issue with status after order/line release;development
MKZERS;viewDef;CBR;C001902CBR001N;Migration - Ticket No. 46018 - CBR-MKM: Creating Merchandising Packages & Items;test
MKZERS;viewDef;CBR;C001902CBR004N;Ticket No. 46508 - Changes in Erstbestuekung;test
MKZPAA;mvx/app/pgm/customer;CBR;C001902CBR001N;Migration - Ticket No. 46018 - CBR-MKM: Creating Merchandising Packages & Items;test
MKZPAA;mvx/app/pgm/customer;CBR;C001902CBR004N;Ticket No. 46508 - Changes in Erstbestuekung;test
MKZPAA;viewDef;CBR;C001902CBR001N;Migration - Ticket No. 46018 - CBR-MKM: Creating Merchandising Packages & Items;test
MKZPAA;viewDef;CBR;C001902CBR004N;Ticket No. 46508 - Changes in Erstbestuekung;test
MKZPAK;mvx/app/pgm/customer;CBR;C001902CBR001N;Migration - Ticket No. 46018 - CBR-MKM: Creating Merchandising Packages & Items;test
MKZPAK;mvx/app/pgm/customer;CBR;C001902CBR004N;Ticket No. 46508 - Changes in Erstbestuekung;test
MKZPAK;mvx/app/pgm/customer;CBR;C001902CBR005N;Ticket 46508 - MKM - Rtv number from CRS165 using blank division;development
MKZPAK;viewDef;CBR;C001902CBR001N;Migration - Ticket No. 46018 - CBR-MKM: Creating Merchandising Packages & Items;test
MKZPAK;viewDef;CBR;C001902CBR004N;Ticket No. 46508 - Changes in Erstbestuekung;test
MKZPAU;mvx/app/pgm/customer;CBR;C001914CBR001N;Ticket 47037 CBR MKM 1: Marketingpauschalen;test
MKZPAU;viewDef;CBR;C001914CBR001N;Ticket 47037 CBR MKM 1: Marketingpauschalen;test
MKZPAU;viewDef;CBR;C002033CBR001N;#103068 : MKM Zusatzanforderung Marketingpauschalen;development
MKZPCU;mvx/app/pgm/customer;CBR;C001914CBR001N;Ticket 47037 CBR MKM 1: Marketingpauschalen;test
MKZPCU;viewDef;CBR;C001914CBR001N;Ticket 47037 CBR MKM 1: Marketingpauschalen;test
MKZPZA;mvx/app/pgm/customer;CBR;C001914CBR001N;Ticket 47037 CBR MKM 1: Marketingpauschalen;test
MKZPZA;viewDef;CBR;C001914CBR001N;Ticket 47037 CBR MKM 1: Marketingpauschalen;test
MMMNGALO;mvx/app/pgm/customer;CBR;C001985CBR001N;Ticket 101480 : CR 149 - Automatische Sendungserstellung nach der Zuteilung;development
MMMNGDIS;mvx/app/pgm/customer;CBR;C001985CBR001N;Ticket 101480 : CR 149 - Automatische Sendungserstellung nach der Zuteilung;development
MMS021;mvx/app/pgm/customer;CBR;C002049CBR001T;Meilensteinplan;approved
MMS021;viewDef;CBR;C002049CBR001T;Meilensteinplan;approved
MMS025;mvx/app/pgm/customer;CBR;C002046CBR001T;CR170 Zusatzfelder in MMS025;development
MMS025;viewDef;CBR;C002046CBR001T;CR170 Zusatzfelder in MMS025;development
MMS162;viewDef;CBR;C002024CBR001N;#102333 — CR159: Übernahme Artikel für Aufbereitung;development
MMS301MI;mvx/app/pgm;MVX;C001982MVX001T;Logistics interface (WHM - fix MMS301MI);development
MMS480;mvx/app/pgm/customer;CBR;C001900CBR001N;CBR layout POM delivery note;approved
MMS480;mvx/app/pgm/customer;CBR;C001900CBR002N;101391: Correction for missing fields ;approved
MMS480;mvx/app/pgm/customer;CBR;C001900CBR003N;CBR Layout POM Delivery Note;approved
MMS480;mvx/out/obj;CBR;C001900CBR001N;CBR layout POM delivery note;approved
MMS480;mvx/out/obj;CBR;C001900CBR003N;CBR Layout POM Delivery Note;approved
MMZ025MI;mvx/app/pgm/customer;CBR;C002069CBR001T;Import Artikel - Erweiterung um die Felder ETRF/ITRF/IHEI/ILEN/IWID - Packstücke - Farbe je Saison;test
MMZ200MI;mvx/app/pgm/customer;CBR;C002069CBR001T;Import Artikel - Erweiterung um die Felder ETRF/ITRF/IHEI/ILEN/IWID - Packstücke - Farbe je Saison;test
MMZ850MI;mvx/app/pgm/customer;CBR;C001982CBR001T;Logistics interface (WHM);development
MMZANA;mvx/app/pgm/customer;CBR;C002020CBR001N;Ticket 102332 : CR158: Rückmeldung QI Ergebnisse;development
MMZANA;viewDef;CBR;C002020CBR001N;Ticket 102332 : CR158: Rückmeldung QI Ergebnisse;development
MMZBIT;mvx/app/pgm/customer;CBR;C001638CBR001N;42401: GAP29 Minimum quantity per block;test
MMZBIT;viewDef;CBR;C001638CBR001N;42401: GAP29 Minimum quantity per block;test
MMZCCW;mvx/app/pgm/customer;CBR;C001898CBR001N;45281: GAP 253 Assigning transportation costs;test
MMZCCW;mvx/app/pgm/customer;CBR;C001898CBR002N;Ticket 45281 : 253 - Hinterlegung Transportkosten: Change Request. ;test
MMZCCWS1;mvx/app/pgm/customer;CBR;C001898CBR001N;45281: GAP 253 Assigning transportation costs;test
MMZCOD;mvx/app/pgm/customer;CBR;C002063CBR001N;#103612 : GAP 01 - MobiMedia - Standardwerte für die Tabelle CODES;development
MMZCOD;viewDef;CBR;C002063CBR001N;#103612 : GAP 01 - MobiMedia - Standardwerte für die Tabelle CODES;development
MMZEXP;mvx/app/pgm/customer;CBR;C001860CBR001N;#45040 : GAP1_2 Schnittstelle MobiMedia M3 Export - Program driver (Chapter 1.4.2);development
MMZEXP;viewDef;CBR;C001860CBR001N;#45040 : GAP1_2 Schnittstelle MobiMedia M3 Export - Program driver (Chapter 1.4.2);development
MMZITS;mvx/app/pgm/customer;CBR;C001639CBR001N;42405: GAP33 Erweiterung Transportarten;test
MMZITS;mvx/app/pgm/customer;CBR;C002047CBR001T;CR 171: Zusatzfelder in PPS100/PPS170/PPS200;test
MMZITS;viewDef;CBR;C001639CBR001N;42405: GAP33 Erweiterung Transportarten;test
MMZMAG;mvx/app/pgm/customer;CBR;C002062CBR001N;Ticket : 103621 : CR 185: Artikelmerkmalstabelle;test
MMZMAG;viewDef;CBR;C002062CBR001N;Ticket : 103621 : CR 185: Artikelmerkmalstabelle;test
MMZMAN;mvx/app/pgm/customer;CBR;C001943CBR001N;46947: Assignment of factories to suppliers;test
MMZMAN;viewDef;CBR;C001943CBR001N;46947: Assignment of factories to suppliers;test
MMZMAS;mvx/app/pgm/customer;CBR;C002062CBR001N;Ticket : 103621 : CR 185: Artikelmerkmalstabelle;test
MMZMAS;viewDef;CBR;C002062CBR001N;Ticket : 103621 : CR 185: Artikelmerkmalstabelle;test
MMZMAT;mvx/app/pgm/customer;CBR;C002062CBR001N;Ticket : 103621 : CR 185: Artikelmerkmalstabelle;test
MMZMAT;viewDef;CBR;C002062CBR001N;Ticket : 103621 : CR 185: Artikelmerkmalstabelle;test
MMZMAV;mvx/app/pgm/customer;CBR;C002062CBR001N;Ticket : 103621 : CR 185: Artikelmerkmalstabelle;test
MMZMAV;viewDef;CBR;C002062CBR001N;Ticket : 103621 : CR 185: Artikelmerkmalstabelle;test
MMZMAVMI;mvx/app/pgm/customer;CBR;C002062CBR001N;Ticket : 103621 : CR 185: Artikelmerkmalstabelle;test
MMZMQA;mvx/app/pgm/customer;CBR;C001638CBR001N;42401: GAP29 Minimum quantity per block;test
MMZMQA;viewDef;CBR;C001638CBR001N;42401: GAP29 Minimum quantity per block;test
MMZMQB;mvx/app/pgm/customer;CBR;C001638CBR001N;42401: GAP29 Minimum quantity per block;test
MMZMQB;viewDef;CBR;C001638CBR001N;42401: GAP29 Minimum quantity per block;test
MMZPLNMI;mvx/app/pgm/customer;CBR;C002091CBR001N;#104089 — 324/10 SST: DPL+SUB: Import_Expor Budgetpläne;development
MMZQUI;mvx/app/pgm/customer;CBR;C002020CBR001N;Ticket 102332 : CR158: Rückmeldung QI Ergebnisse;development
MMZQUI;viewDef;CBR;C002020CBR001N;Ticket 102332 : CR158: Rückmeldung QI Ergebnisse;development
MMZSAM;mvx/app/pgm/customer;CBR;C002014CBR001N;T# 102275 - CR154 Pflege Stichprobenplan, -mengen;test
MMZSAM;viewDef;CBR;C002014CBR001N;T# 102275 - CR154 Pflege Stichprobenplan, -mengen;test
MMZTRA;mvx/app/pgm/customer;CBR;C001639CBR001N;42405: GAP33 Erweiterung Transportarten;test
MMZTRA;viewDef;CBR;C001639CBR001N;42405: GAP33 Erweiterung Transportarten;test
MMZTWY;mvx/app/pgm/customer;CBR;C001639CBR001N;42405: GAP33 Erweiterung Transportarten;test
MMZTWY;viewDef;CBR;C001639CBR001N;42405: GAP33 Erweiterung Transportarten;test
MMZXPR;mvx/app/pgm/customer;CBR;T102604CBR001N;MobiMedia - Asynchronous jobs for data sync with staging DB and M3;development
MMZXPRCL;mvx/app/pgm/customer;CBR;T102604CBR001N;MobiMedia - Asynchronous jobs for data sync with staging DB and M3;development
MNFP;DE;CBR;C001943CBR001N;46947: Assignment of factories to suppliers;test
MNFP;GB;CBR;C001943CBR001N;46947: Assignment of factories to suppliers;test
MNMNGDOC;mvx/app/pgm/customer;CBR;T044189CBR002N;(Migrating v10 -> v13) : 44189 : CR74: Avisoschreiben ARS313PF per Mail/Fax an Kunden + Erstdatenübern CRS945/949;exported
MNS051;mvx/app/pgm/customer;CBR;C001638CBR003N;42401: GAP29 Minimum quantity per block: PPZUEF ASJ entry in MNS051;test
MNS051;mvx/app/pgm/customer;CBR;C001864CBR003N;45042 : Interface MobiMedia M3 Import Orders - CL program for ZMORMM;test
MNS051;mvx/app/pgm/customer;CBR;T041282CBR019T;Common Interface (Both) - migrate from 14.1.2;exported
MNS051;mvx/app/pgm/customer;CBR;T041282CBR023T;Common Interface (Outbound) - consolidate events;development
MNS052;mvx/app/pgm/customer;CBR;T041282CBR019T;Common Interface (Both) - migrate from 14.1.2;exported
MNS260MI;mvx/app/pgm;MVX;T041282MVX020T;Common Interface (Outbound) - fix MNS60MI;approved
MNS320;mvx/app/pgm/customer;CBR;T044443CBR002T;CR80-MNS320 erweitern um Satzzähler und zusätzl. Selektioniermerkmale;exported
MNS320;viewDef;CBR;T044443CBR002T;CR80-MNS320 erweitern um Satzzähler und zusätzl. Selektioniermerkmale;exported
MNZ051MI;mvx/app/pgm/customer;CBR;T045387CBR002N;(Migration v10 -> v13) : 300-Erweiterung InterfaceMonitorApp um Prüfung ob In-/Outbound-Job aktiv mit Res.;exported
MNZ051MI;mvx/app/pgm/customer;CBR;T045387CBR003T;fix MNZ051MI stack underflow;exported
MobiMediaBridgeConstants;mvx/app/pgm/customer;CBR;T102604CBR001N;MobiMedia - Asynchronous jobs for data sync with staging DB and M3;development
MobiMediaBridgeUtil;mvx/app/pgm/customer;CBR;T102604CBR001N;MobiMedia - Asynchronous jobs for data sync with staging DB and M3;development
MobiMediaCodesUtil;mvx/app/pgm/customer;CBR;C002063CBR001N;#103612 : GAP 01 - MobiMedia - Standardwerte für die Tabelle CODES;development
MobiMediaConstants;mvx/app/pgm/customer;CBR;C001864CBR002N;Migrating v10 -> v13 : 45042 : Interface MobiMedia M3 Import Orders;test
MobiMediaConstants;mvx/app/pgm/customer;CBR;C001929CBR002N;Migrating from v10 to v13 : 45041 - 01/04 Schnittstelle MobiMedia Neupartneranlage;test
MobiMediaConstants;mvx/app/pgm/customer;CBR;C002079CBR001N;#103925 — 01/12 SST: MobiMedia Artikelfeedback;development
MobiMediaUtil;mvx/app/pgm/customer;CBR;C001864CBR002N;Migrating v10 -> v13 : 45042 : Interface MobiMedia M3 Import Orders;test
MPACIT;HFix_MPACIT_CBR_C001898CBR001N;CBR;C001898CBR001N;45281: GAP 253 Assigning transportation costs;test
MPAGRL;HFix_MPAGRL_MVX_C002047MVX001T;MVX;C002047MVX001T;CR 171: Zusatzfelder in PPS100/PPS170/PPS200;test
MPCOVE;HFix_MPCOVE_CBR_C001898CBR001N;CBR;C001898CBR001N;45281: GAP 253 Assigning transportation costs;test
MPDOPT;HFix_MPDOPT_CBR_C001931CBR001N;CBR;C001931CBR001N;terna#101487 — MKM-Salespromotion ;test
MPDOPT;HFix_MPDOPT_MVX_C001712MVX001N;MVX;C001712MVX001N;T #  101344 : Farbgruppen;rejected
MPHEAD;HFix_MPHEAD_MVX_C002047MVX001T;MVX;C002047MVX001T;CR 171: Zusatzfelder in PPS100/PPS170/PPS200;test
MPLINE;HFix_MPLINE_CBR_C002037CBR001T;CBR;C002037CBR001T;GAP81 Verteilung Gut Menge;development
MPLINE;HFix_MPLINE_MVX_C001641MVX001N;MVX;C001641MVX001N;Ticket 44618 : GAP202-ÄnderungenAgentaufEA-PUR;test
MPLINE;HFix_MPLINE_MVX_C002047MVX001T;MVX;C002047MVX001T;CR 171: Zusatzfelder in PPS100/PPS170/PPS200;test
MPOPLP;HFix_MPOPLP_CBR_C001638CBR001N;CBR;C001638CBR001N;42401: GAP29 Minimum quantity per block;test
MPOPLP;HFix_MPOPLP_CBR_C001638CBR002N;CBR;C001638CBR002N;42401: GAP29 Minimum qty per block;test
MPOPLP;HFix_MPOPLP_CBR_C001638CBR002T;CBR;C001638CBR002T;GAP29 Minimum quantity per block;test
MPOPLP;HFix_MPOPLP_CBR_C001640CBR002N;CBR;C001640CBR002N;GAP140 Block as sorting criterion and in view - migrate from 14.1.2;test
MPOPLP;HFix_MPOPLP_CBR_C002047CBR001T;CBR;C002047CBR001T;CR 171: Zusatzfelder in PPS100/PPS170/PPS200;test
MPOPLP;HFix_MPOPLP_MVX_C001638MVX001N;MVX;C001638MVX001N;42401: GAP29 Minimum quantity per block;test
MPOPLP;HFix_MPOPLP_MVX_C001640MVX002N;MVX;C001640MVX002N;GAP140 Block as sorting criterion and in view - migrate from 14.1.2;test
MPOPLP;HFix_MPOPLP_MVX_C002047MVX001T;MVX;C002047MVX001T;CR 171: Zusatzfelder in PPS100/PPS170/PPS200;test
MPORDT;HFix_MPORDT_MVX_C002049CBR001T;MVX;C002049CBR001T;Meilensteinplan;approved
MRPDTL;HFix_MRPDTL_CBR_C001639CBR001N;CBR;C001639CBR001N;42405: GAP33 Erweiterung Transportarten;test
MWMNGFDE;mvx/app/pgm/customer;CBR;C002062CBR001N;Ticket : 103621 : CR 185: Artikelmerkmalstabelle;test
MWS010;mvx/app/pgm/customer;CBR;C001985CBR001N;Ticket 101480 : CR 149 - Automatische Sendungserstellung nach der Zuteilung;development
MWS010;viewDef;CBR;C001985CBR001N;Ticket 101480 : CR 149 - Automatische Sendungserstellung nach der Zuteilung;development
MWS044;mvx/app/pgm/customer;CBR;C002004CBR001T;GAP10 - GTIN-Erzeugung;test
OCUSAD;HFix_OCUSAD_CBR_C002011CBR001N;CBR;C002011CBR001N;T# 102412 - 2011_Kundenauftrags_Import;development
OCUSADPI;mvx/app/pgm/customer;CBR;C001678CBR003T;CR41 Additional address types;exported
OCUSMA;HFix_OCUSMA_CBR_C002033CBR001N;CBR;C002033CBR001N;#103068 : MKM Zusatzanforderung Marketingpauschalen;development
OCUSMA;HFix_OCUSMA_CBR_C002072CBR001N;CBR;C002072CBR001N;#103752 — 01/11 SST: MobiMedia Export Erweiterungen;development
OCUSMA;HFix_OCUSMA_CBR_T101923CBR001N;CBR;T101923CBR001N;Related T# 45040 MobiMedia Export ZMMEXPS5 - Kundendaten (Chapter 1.4.6.) ;development
OCUSMA;VFix_OCUSMA_CBR_C001722CBR002N;CBR;C001722CBR002N;Ticket No. 44290 - 16-Mashup Debitorenstamm(CR 45);exported
OCUSMAPI;mvx/app/pgm;MVX;C001616MVX023T;fix error message in OCUSMAPI;approved
OCUSMAPI;mvx/app/pgm/customer;CBR;T101991CBR001T;CRS610 Eröffnungsdatum (OKCFC6) ;test
OCUSMAPI;mvx/app/pgm/customer;CBR;T103308CBR001T;Erweiterung CRS610MI/ZChgCustomer um das Feld RMCT;test
ODHEAD;HFix_ODHEAD_CBR_C001900CBR001N;CBR;C001900CBR001N;CBR layout POM delivery note;approved
OGDMTX;HFix_OGDMTX_CBR_T101923CBR001N;CBR;T101923CBR001N;Related T# 45040 MobiMedia Export ZMMEXPS5 - Kundendaten (Chapter 1.4.6.) ;development
OIS002;mvx/app/pgm/customer;CBR;C001678CBR002N;(Migration from V10 to V13) : 43303: CR41 Additional address types;exported
OIS038MI;mvx/app/pgm/customer;CBR;C001616CBR022T;GAP228/13 - Debitorenstamm Import-Schnittstelle;exported
OIS038MI;mvx/app/pgm/customer;CBR;C001616CBR029T;ZUpdBusChainStr does not work if superior business chain is blank;approved
OIS038MI;mvx/app/pgm/customer;CBR;C001616CBR030T;clear CHMB if questionsmark;approved
OIS100;mvx/app/pgm/customer;CBR;T044169CRB002T;"Check against seasons when ""seasons & projects"" is activated";test
OIS101;mvx/app/pgm/customer;CBR;T044169CRB002T;"Check against seasons when ""seasons & projects"" is activated";test
OIS180S1;mvx/app/pgm/customer;CBR;C002044CBR001T;Rechnungsliste;test
OIS189;mvx/app/pgm/customer;CBR;C002044CBR001T;Rechnungsliste;test
OIS199;mvx/app/pgm/customer;CBR;C001893CBR001N;#102728 : CBR_Layout_COM_Projektrechnung;approved
OIS199;mvx/app/pgm/customer;CBR;C001893CBR002N;#102728 — CR 138 - Zahlart (Zahlmethode) Ladenbau. Issue with field 0HDDBKAG ;approved
OIS199;mvx/out/obj;CBR;C001893CBR001N;#102728 : CBR_Layout_COM_Projektrechnung;approved
OIZ017MI;mvx/app/pgm/customer;CBR;C001923CBR001T;GAP 238 - Aktualisierung Preisliste bei Neubestückung;test
OIZ017S1;mvx/app/pgm/customer;CBR;C001923CBR001T;GAP 238 - Aktualisierung Preisliste bei Neubestückung;test
OIZ017S2;mvx/app/pgm/customer;CBR;C001923CBR001T;GAP 238 - Aktualisierung Preisliste bei Neubestückung;test
OIZ038;mvx/app/pgm/customer;CBR;C001722CBR003T;Partnerstruktur (OIZ038) - migration from 14.1.2;test
OIZ038;viewDef;CBR;C001722CBR003T;Partnerstruktur (OIZ038) - migration from 14.1.2;test
OIZ180;mvx/app/pgm/customer;CBR;C002044CBR001T;Rechnungsliste;test
OIZ180;viewDef;CBR;C002044CBR001T;Rechnungsliste;test
OIZ180S1;mvx/app/pgm/customer;CBR;C002044CBR001T;Rechnungsliste;test
OIZ199;mvx/app/pgm/customer;CBR;C002044CBR001T;Rechnungsliste;test
